time,std
0,0.060692636860559854
1,0.0031008789004794237
2,0.002075418821195388
3,0.0014811859893066053
4,0.001198683272104846
5,0.0009586709762803345
6,0.0008207621938361325
7,0.0006847848449546666
8,0.0006018068605450062
9,0.0005130145386389837
10,0.00045572665028127034
11,0.0003938582113819553
12,0.00035253500695828476
13,0.00030774559728503204
14,0.0002769031452804474
15,0.00024359658710037743
16,0.00022002530946661964
17,0.00019480067059173396
18,0.00017650710349991538
19,0.0001570636939247013
20,0.000142677411890992
21,0.00012750217898529188
22,0.00011606018962177615
23,0.00010408602975022635
24,9.488419837092823e-05
25,8.536012164716255e-05
26,7.793631914694618e-05
27,7.027829477576572e-05
28,6.42903305466082e-05
29,5.805118062571834e-05
30,5.3165602994847654e-05
31,4.8078682722933224e-05
32,4.410628608783516e-05
33,3.990703122028379e-05
34,3.6714043698016445e-05
35,3.319396722638913e-05
36,3.038499932685997e-05
37,2.7657115581097197e-05
38,2.5502215339956293e-05
39,2.3075231005831426e-05
40,2.1515793848102962e-05
41,1.927347802498995e-05
42,1.7991614780598246e-05
43,1.6124344357938025e-05
44,1.5173378538360126e-05
45,1.3502241106945675e-05
46,1.2751135751380032e-05
47,1.1310983360703006e-05
48,1.102559080171186e-05
49,9.493091224916847e-06
50,9.068235954724728e-06
51,7.961452807046547e-06
52,8.264163890507464e-06
53,6.69602612126541e-06
54,6.638697282812818e-06
55,5.616487531119848e-06
56,6.222949849048777e-06
57,4.714252064957319e-06
58,5.172964203480442e-06
59,3.9840595544997665e-06
60,4.9644651781672926e-06
61,3.3505393245162813e-06
62,4.477012709466718e-06
63,2.831670780129058e-06
64,4.511241695976649e-06
65,2.3809373807210038e-06
66,4.9856256633364345e-06
67,2.0179357993717434e-06
68,3.987801213557658e-06
69,1.7076182961018238e-06
70,0.0
71,1.4463473790898239e-06
72,2.322122804240864e-06
73,1.233768307207826e-06
74,4.999701800704882e-06
75,1.0911715951747258e-06
76,4.999570466537827e-06
77,9.075163770171119e-07
78,4.441027629976357e-16
79,7.52253282927091e-07
80,4.9471158680347555e-06
81,6.867618373949413e-07
82,2.2205138149881785e-16
83,6.273667096090231e-07
84,0.0
85,4.977726595741383e-07
86,4.9905294080646505e-06
87,4.521391494042918e-07
88,2.2205138149881785e-16
89,4.940938769507371e-07
90,0.0
91,4.3713899524992773e-07
92,2.2205138149881785e-16
93,3.3354513810460154e-07
94,2.2205138149881785e-16
95,3.558455013075421e-07
96,2.2205138149881785e-16
97,3.3307707224822677e-16
98,4.441027629976357e-16
99,4.999532612104896e-07
100,0.0
101,1.1102569074940892e-16
102,0.0
103,4.967966420093056e-07
104,2.2205138149881785e-16
105,4.958117263720043e-07
106,4.441027629976357e-16
107,3.3307707224822677e-16
108,2.2205138149881785e-16
109,1.1102569074940892e-16
110,2.2205138149881785e-16
111,0.0
112,0.0
