0.14 0.01
0.15 0.01
0.16 0.01
0.17 0.01
0.18 0.01
0.19 0.01
0.2 0.01
0.21 0.01
0.22 0.01
0.23 0.01
0.24 0.01
0.25 0.01
0.26 0.01
0.27 0.01
0.27 0.02
0.28 0.01
0.28 0.02
0.29 0.01
0.29 0.02
0.3 0.01
0.3 0.02
0.31 0.01
0.31 0.02
0.32 0.01
0.32 0.02
0.33 0.01
0.33 0.02
0.34 0.01
0.34 0.02
0.35 0.01
0.35 0.02
0.36 0.01
0.36 0.02
0.37 0.01
0.37 0.02
0.38 0.01
0.38 0.02
0.39 0.01
0.39 0.02
0.4 0.01
0.4 0.02
0.4 0.03
0.41 0.01
0.41 0.02
0.41 0.03
0.42 0.01
0.42 0.02
0.42 0.03
0.43 0.01
0.43 0.02
0.43 0.03
0.44 0.01
0.44 0.02
0.44 0.03
0.45 0.01
0.45 0.02
0.45 0.03
0.46 0.01
0.46 0.02
0.46 0.03
0.47 0.01
0.47 0.02
0.47 0.03
0.48 0.01
0.48 0.02
0.48 0.03
0.49 0.01
0.49 0.02
0.49 0.03
0.5 0.01
0.5 0.02
0.5 0.03
0.51 0.01
0.51 0.02
0.51 0.03
0.52 0.01
0.52 0.02
0.52 0.03
0.53 0.01
0.53 0.02
0.53 0.03
0.53 0.04
0.54 0.01
0.54 0.02
0.54 0.03
0.54 0.04
0.55 0.01
0.55 0.02
0.55 0.03
0.55 0.04
0.56 0.01
0.56 0.02
0.56 0.03
0.56 0.04
0.57 0.01
0.57 0.02
0.57 0.03
0.57 0.04
0.58 0.01
0.58 0.02
0.58 0.03
0.58 0.04
0.59 0.01
0.59 0.02
0.59 0.03
0.59 0.04
0.6 0.01
0.6 0.02
0.6 0.03
0.6 0.04
0.61 0.01
0.61 0.02
0.61 0.03
0.61 0.04
0.62 0.01
0.62 0.02
0.62 0.03
0.62 0.04
0.63 0.01
0.63 0.02
0.63 0.03
0.63 0.04
0.64 0.01
0.64 0.02
0.64 0.03
0.64 0.04
0.65 0.01
0.65 0.02
0.65 0.03
0.65 0.04
0.66 0.01
0.66 0.02
0.66 0.03
0.66 0.04
0.67 0.01
0.67 0.02
0.67 0.03
0.67 0.04
0.67 0.05
0.68 0.01
0.68 0.02
0.68 0.03
0.68 0.04
0.68 0.05
0.69 0.01
0.69 0.02
0.69 0.03
0.69 0.04
0.69 0.05
0.7 0.01
0.7 0.02
0.7 0.03
0.7 0.04
0.7 0.05
0.71 0.01
0.71 0.02
0.71 0.03
0.71 0.04
0.71 0.05
0.72 0.01
0.72 0.02
0.72 0.03
0.72 0.04
0.72 0.05
0.73 0.01
0.73 0.02
0.73 0.03
0.73 0.04
0.73 0.05
0.74 0.01
0.74 0.02
0.74 0.03
0.74 0.04
0.74 0.05
0.75 0.01
0.75 0.02
0.75 0.03
0.75 0.04
0.75 0.05
0.76 0.01
0.76 0.02
0.76 0.03
0.76 0.04
0.76 0.05
0.77 0.01
0.77 0.02
0.77 0.03
0.77 0.04
0.77 0.05
0.78 0.01
0.78 0.02
0.78 0.03
0.78 0.04
0.78 0.05
0.79 0.01
0.79 0.02
0.79 0.03
0.79 0.04
0.79 0.05
0.8 0.01
0.8 0.02
0.8 0.03
0.8 0.04
0.8 0.05
0.8 0.06
0.81 0.01
0.81 0.02
0.81 0.03
0.81 0.04
0.81 0.05
0.81 0.06
0.82 0.01
0.82 0.02
0.82 0.03
0.82 0.04
0.82 0.05
0.82 0.06
0.83 0.01
0.83 0.02
0.83 0.03
0.83 0.04
0.83 0.05
0.83 0.06
0.84 0.01
0.84 0.02
0.84 0.03
0.84 0.04
0.84 0.05
0.84 0.06
0.85 0.01
0.85 0.02
0.85 0.03
0.85 0.04
0.85 0.05
0.85 0.06
0.86 0.01
0.86 0.02
0.86 0.03
0.86 0.04
0.86 0.05
0.86 0.06
0.87 0.01
0.87 0.02
0.87 0.03
0.87 0.04
0.87 0.05
0.87 0.06
0.88 0.01
0.88 0.02
0.88 0.03
0.88 0.04
0.88 0.05
0.88 0.06
0.89 0.01
0.89 0.02
0.89 0.03
0.89 0.04
0.89 0.05
0.89 0.06
0.9 0.01
0.9 0.02
0.9 0.03
0.9 0.04
0.9 0.05
0.9 0.06
0.91 0.01
0.91 0.02
0.91 0.03
0.91 0.04
0.91 0.05
0.91 0.06
0.92 0.01
0.92 0.02
0.92 0.03
0.92 0.04
0.92 0.05
0.92 0.06
0.93 0.01
0.93 0.02
0.93 0.03
0.93 0.04
0.93 0.05
0.93 0.06
0.94 0.01
0.94 0.02
0.94 0.03
0.94 0.04
0.94 0.05
0.94 0.06
0.94 0.07
0.95 0.01
0.95 0.02
0.95 0.03
0.95 0.04
0.95 0.05
0.95 0.06
0.95 0.07
0.96 0.01
0.96 0.02
0.96 0.03
0.96 0.04
0.96 0.05
0.96 0.06
0.96 0.07
0.97 0.01
0.97 0.02
0.97 0.03
0.97 0.04
0.97 0.05
0.97 0.06
0.97 0.07
0.98 0.01
0.98 0.02
0.98 0.03
0.98 0.04
0.98 0.05
0.98 0.06
0.98 0.07
0.99 0.01
0.99 0.02
0.99 0.03
0.99 0.04
0.99 0.05
0.99 0.06
0.99 0.07
1 0.01
1 0.02
1 0.03
1 0.04
1 0.05
1 0.06
1 0.07
1.01 0.01
1.01 0.02
1.01 0.03
1.01 0.04
1.01 0.05
1.01 0.06
1.01 0.07
1.02 0.01
1.02 0.02
1.02 0.03
1.02 0.04
1.02 0.05
1.02 0.06
1.02 0.07
1.03 0.01
1.03 0.02
1.03 0.03
1.03 0.04
1.03 0.05
1.03 0.06
1.03 0.07
1.04 0.01
1.04 0.02
1.04 0.03
1.04 0.04
1.04 0.05
1.04 0.06
1.04 0.07
1.05 0.01
1.05 0.02
1.05 0.03
1.05 0.04
1.05 0.05
1.05 0.06
1.05 0.07
1.06 0.01
1.06 0.02
1.06 0.03
1.06 0.04
1.06 0.05
1.06 0.06
1.06 0.07
1.06 0.08
1.07 0.01
1.07 0.02
1.07 0.03
1.07 0.04
1.07 0.05
1.07 0.06
1.07 0.07
1.08 0.01
1.08 0.02
1.08 0.03
1.08 0.04
1.08 0.05
1.08 0.06
1.08 0.07
1.08 0.08
1.09 0.01
1.09 0.02
1.09 0.03
1.09 0.04
1.09 0.05
1.09 0.06
1.09 0.07
1.09 0.08
1.1 0.01
1.1 0.02
1.1 0.03
1.1 0.04
1.1 0.05
1.1 0.06
1.1 0.07
1.1 0.08
1.11 0.01
1.11 0.02
1.11 0.03
1.11 0.04
1.11 0.05
1.11 0.06
1.11 0.07
1.11 0.08
1.12 0.01
1.12 0.02
1.12 0.03
1.12 0.04
1.12 0.05
1.12 0.06
1.12 0.07
1.12 0.08
1.13 0.01
1.13 0.02
1.13 0.03
1.13 0.04
1.13 0.05
1.13 0.06
1.13 0.07
1.13 0.08
1.14 0.01
1.14 0.02
1.14 0.03
1.14 0.04
1.14 0.05
1.14 0.06
1.14 0.07
1.14 0.08
1.15 0.01
1.15 0.02
1.15 0.03
1.15 0.04
1.15 0.05
1.15 0.06
1.15 0.07
1.15 0.08
1.16 0.01
1.16 0.02
1.16 0.03
1.16 0.04
1.16 0.05
1.16 0.06
1.16 0.07
1.16 0.08
1.17 0.01
1.17 0.02
1.17 0.03
1.17 0.04
1.17 0.05
1.17 0.06
1.17 0.07
1.17 0.08
1.18 0.01
1.18 0.02
1.18 0.03
1.18 0.04
1.18 0.05
1.18 0.06
1.18 0.07
1.18 0.08
1.19 0.01
1.19 0.02
1.19 0.03
1.19 0.04
1.19 0.05
1.19 0.06
1.19 0.07
1.19 0.08
1.2 0.01
1.2 0.02
1.2 0.03
1.2 0.04
1.2 0.05
1.2 0.06
1.2 0.07
1.2 0.08
1.2 0.09
1.21 0.01
1.21 0.02
1.21 0.03
1.21 0.04
1.21 0.05
1.21 0.06
1.21 0.07
1.21 0.08
1.21 0.09
1.22 0.01
1.22 0.02
1.22 0.03
1.22 0.04
1.22 0.05
1.22 0.06
1.22 0.07
1.22 0.08
1.22 0.09
1.23 0.01
1.23 0.02
1.23 0.03
1.23 0.04
1.23 0.05
1.23 0.06
1.23 0.07
1.23 0.08
1.23 0.09
1.24 0.01
1.24 0.02
1.24 0.03
1.24 0.04
1.24 0.05
1.24 0.06
1.24 0.07
1.24 0.08
1.24 0.09
1.25 0.01
1.25 0.02
1.25 0.03
1.25 0.04
1.25 0.05
1.25 0.06
1.25 0.07
1.25 0.08
1.25 0.09
1.26 0.01
1.26 0.02
1.26 0.03
1.26 0.04
1.26 0.05
1.26 0.06
1.26 0.07
1.26 0.08
1.26 0.09
1.27 0.01
1.27 0.02
1.27 0.03
1.27 0.04
1.27 0.05
1.27 0.06
1.27 0.07
1.27 0.08
1.27 0.09
1.28 0.01
1.28 0.02
1.28 0.03
1.28 0.04
1.28 0.05
1.28 0.06
1.28 0.07
1.28 0.08
1.28 0.09
1.29 0.01
1.29 0.02
1.29 0.03
1.29 0.04
1.29 0.05
1.29 0.06
1.29 0.07
1.29 0.08
1.29 0.09
1.3 0.01
1.3 0.02
1.3 0.03
1.3 0.04
1.3 0.05
1.3 0.06
1.3 0.07
1.3 0.08
1.3 0.09
1.31 0.01
1.31 0.02
1.31 0.03
1.31 0.04
1.31 0.05
1.31 0.06
1.31 0.07
1.31 0.08
1.31 0.09
1.32 0.01
1.32 0.02
1.32 0.03
1.32 0.04
1.32 0.05
1.32 0.06
1.32 0.07
1.32 0.08
1.32 0.09
1.33 0.01
1.33 0.02
